From	To
Q9UHD2	6CQ5
Q9UHD2	6NT9
Q9UHD2	6O8B
Q9UHD2	6RSR
Q9UHD2	6RST
Q9UHD2	6RSU
P42680	2LUL
P36897	1B6C
P36897	1IAS
P36897	1PY5
P36897	1RW8
P36897	1VJY
P36897	2L5S
P36897	2PJY
P36897	2WOT
P36897	2WOU
P36897	2X7O
P36897	3FAA
P36897	3GXL
P36897	3HMM
P36897	3KCF
P36897	3KFD
P36897	3TZM
P36897	4X0M
P36897	4X2F
P36897	4X2G
P36897	4X2J
P36897	4X2K
P36897	4X2N
P36897	5E8S
P36897	5E8T
P36897	5E8U
P36897	5E8W
P36897	5E8X
P36897	5E8Z
P36897	5E90
P36897	5FRI
P36897	5QIK
P36897	5QIL
P36897	5QIM
P36897	5QTZ
P36897	5QU0
P36897	5USQ
P36897	6B8Y
P36897	6MAC
P37173	1KTZ
P37173	1M9Z
P37173	1PLO
P37173	2PJY
P37173	3KFD
P37173	4P7U
P37173	4XJJ
P37173	5E8V
P37173	5E8Y
P37173	5E91
P37173	5E92
P37173	5QIN
P37173	5TX4
P37173	5TY4
P37173	7DV6
P35590	5N06
Q86UE8	5O0Y
Q86UE8	7LO0
Q9UKE5	2X7F
Q9UKE5	5AX9
Q9UKE5	5CWZ
Q9UKE5	5D7A
Q9UKE5	6RA5
Q9UKE5	6RA7
Q9UKE5	7XZQ
Q9UKE5	7XZR
Q13470	7T8J
Q13470	7TCY
Q13470	7TDY
Q13470	7U4W
Q13470	7U4Z
Q07912	1CF4
Q07912	1U46
Q07912	1U4D
Q07912	1U54
Q07912	3EQP
Q07912	3EQR
Q07912	4EWH
Q07912	4HZR
Q07912	4HZS
Q07912	4ID7
Q07912	5ZXB
Q07912	6VQM
Q07912	7KP6
Q07912	8FE9
Q07912	8FZ3
Q59H18	4YFF
Q59H18	4YFI
Q59H18	6B5J
Q59H18	7MGJ
Q59H18	7MGK
Q16288	1WWC
Q16288	3V5Q
Q16288	4YMJ
Q16288	6KZC
Q16288	6KZD
P33981	2X9E
P33981	2ZMC
P33981	2ZMD
P33981	3CEK
P33981	3DBQ
P33981	3GFW
P33981	3H9F
P33981	3HMN
P33981	3HMO
P33981	3HMP
P33981	3VQU
P33981	3W1F
P33981	3WYX
P33981	3WYY
P33981	3WZJ
P33981	3WZK
P33981	4B94
P33981	4BHZ
P33981	4BI0
P33981	4BI1
P33981	4BI2
P33981	4C4E
P33981	4C4F
P33981	4C4G
P33981	4C4H
P33981	4C4I
P33981	4C4J
P33981	4CV8
P33981	4CV9
P33981	4CVA
P33981	4D2S
P33981	4H7X
P33981	4H7Y
P33981	4JS8
P33981	4JT3
P33981	4O6L
P33981	4ZEG
P33981	5AP0
P33981	5AP1
P33981	5AP2
P33981	5AP3
P33981	5AP4
P33981	5AP5
P33981	5AP6
P33981	5AP7
P33981	5EH0
P33981	5EHL
P33981	5EHO
P33981	5EHY
P33981	5EI2
P33981	5EI6
P33981	5EI8
P33981	5LJJ
P33981	5MRB
P33981	5N7V
P33981	5N84
P33981	5N87
P33981	5N93
P33981	5N9S
P33981	5NA0
P33981	5NAD
P33981	5NTT
P33981	5O91
P33981	6B4W
P33981	6GVJ
P33981	6H3K
P33981	6N6O
P33981	6TN9
P33981	6TNB
P33981	6TNC
P33981	6TND
P33981	7CHM
P33981	7CHN
P33981	7CHT
P33981	7CIL
P33981	7CJA
P33981	7CLH
P33981	7LQD
P42681	2DM0
Q06418	1RHF
O75385	4WNO
O75385	4WNP
O75385	5CI7
O75385	6HYO
O75385	6MNH
O75385	6QAS
O75385	8SOI
O75385	8SQZ
O75385	8SRM
O75385	8SRQ
Q8IYT8	6QAT
Q8IYT8	6QAU
Q8IYT8	6QAV
Q8IYT8	6YID
Q6PHR2	4WZX
Q6PHR2	6FDY
Q6PHR2	6FDZ
P35968	1VR2
P35968	1Y6A
P35968	1Y6B
P35968	1YWN
P35968	2M59
P35968	2MET
P35968	2MEU
P35968	2OH4
P35968	2P2H
P35968	2P2I
P35968	2QU5
P35968	2QU6
P35968	2RL5
P35968	2X1W
P35968	2X1X
P35968	2XIR
P35968	3B8Q
P35968	3B8R
P35968	3BE2
P35968	3C7Q
P35968	3CJF
P35968	3CJG
P35968	3CP9
P35968	3CPB
P35968	3CPC
P35968	3DTW
P35968	3EFL
P35968	3EWH
P35968	3KVQ
P35968	3S35
P35968	3S36
P35968	3S37
P35968	3U6J
P35968	3V2A
P35968	3V6B
P35968	3VHE
P35968	3VHK
P35968	3VID
P35968	3VNT
P35968	3VO3
P35968	3WZD
P35968	3WZE
P35968	4AG8
P35968	4AGC
P35968	4AGD
P35968	4ASD
P35968	4ASE
P35968	5EW3
P35968	5OYJ
P35968	6GQO
P35968	6GQP
P35968	6GQQ
P35968	6XVJ
P35968	6XVK
Q86Y07	2V62
Q86Y07	5UU1
Q86Y07	6NCG
P30291	1X8B
P30291	2IN6
P30291	2IO6
P30291	2Z2W
P30291	3BI6
P30291	3BIZ
P30291	3CQE
P30291	3CR0
P30291	5V5Y
P30291	5VC3
P30291	5VC4
P30291	5VC5
P30291	5VC6
P30291	5VD2
P30291	5VD4
P30291	5VD5
P30291	5VD7
P30291	5VD8
P30291	5VD9
P30291	5VDA
P30291	7N3U
P30291	8BJU
P0C1S8	5VDK
Q8WU08	4FR4
P07947	2HDA
O00506	2XIK
O00506	3W8H
O00506	4NZW
O00506	7Z4V
Q9NYL2	5HES
Q9NYL2	5X5O
Q9NYL2	6JUT
Q9NYL2	6JUU
P43403	1FBV
P43403	1M61
P43403	1U59
P43403	2CBL
P43403	2OQ1
P43403	2OZO
P43403	2Y1N
P43403	3ZNI
P43403	4A4B
P43403	4A4C
P43403	4K2R
P43403	4XZ0
P43403	4XZ1
P43403	5O76
P43403	7SIY
